index	word	frequency	wortart	accent_p	syll_n
23006	Liebling	35	N	1	2
23007	Lieblingskind	2	N	1	3
23008	Lieblingsspeise	3	N	1	4
23009	lieblos	12	A	1	2
23010	Lieblosigkeit	6	N	1	4
23011	liebreich	3	A	1	2
23012	Liebreiz	12	N	1	2
23013	liebreizend	2	A	1	3
23014	Liebschaft	8	N	1	2
23015	Liebste	27	N	1	2
23017	Liedchen	15	N	1	2
23018	Liederabend	6	N	1	4
23019	Liederbuch	6	N	1	3
23020	Liederjan	0	N	1	3
23021	liederlich	0	A	1	3
23022	Liederlichkeit	0	N	1	4
23023	liefern	586	V	1	2
23024	Lieferant	43	N	3	3
23025	lieferbar	53	A	1	3
23026	Lieferbereitschaft	1	N	1	5
23027	Lieferer	0	N	1	3
23028	Lieferfirma	2	N	1	4
23029	Lieferschein	1	N	1	3
23030	Liefertermin	5	N	1	4
23031	Lieferung	216	N	1	3
23033	Lieferwagen	13	N	1	4
23034	liegen	4362	V	1	2
23035	Liege	8	N	1	2
23036	Liegegeld	0	N	1	3
23037	liegenbleiben	29	V	1	4
23038	liegend	188	A	1	2
23039	Liegende	5	N	1	3
23040	liegenlassen	18	V	1	4
23041	Liegenschaft	7	N	1	3
23042	Liegesofa	0	N	1	4
23043	Liegestuhl	9	N	1	3
23044	Liegewagen	2	N	1	4
23045	liften	0	V	1	2
23048	Liga	51	N	1	2
23050	Ligatur	0	N	3	3
23051	ligieren	0	V	2	3
23052	Liguster	0	N	2	3
23053	Ligusterschwaermer	0	N	2	5
23055	Liierung	1	N	2	3
23056	Likoer	10	N	2	2
23057	Likoerglas	8	N	2	3
23058	lila	11	A	1	2
23059	Lila	2	N	1	2
23060	lilafarben	0	A	1	4
23061	lilafarbig	0	A	1	4
23062	Lilak	0	N	1	2
23063	Lilie	6	N	1	3
23064	Liliengewaechs	1	N	1	5
23065	lilienweiss	1	A	1	4
23067	Liliputaner	1	N	1	5
23071	Limes	19	N	1	2
23073	Limitation	1	N	5	5
23074	limitieren	1	V	3	4
23075	Limonade	10	N	3	4
23076	Limone	0	N	2	3
23077	limoes	0	A	2	2
23078	limos	0	A	2	2
23079	Limousine	19	N	3	4
23081	Linde	110	N	1	2
23082	linden	0	A	1	2
23083	Lindenbaum	0	N	1	3
23084	Lindenbluete	1	N	1	4
23085	Lindenbluetentee	0	N	1	5
23086	lindern	17	V	1	2
23087	Linderung	9	N	1	3
23088	Linderungsmittel	0	N	1	5
23089	lindgruen	3	A	1	2
23090	Lindwurm	0	N	1	2
23092	linear	48	A	3	3
23093	Lineatur	1	N	4	4
23096	Lingual	0	N	3	3
23097	Linguallaut	0	N	3	4
23098	Linguist	3	N	3	3
23099	Linguistik	15	N	3	4
23100	linguistisch	13	A	3	4
23101	Linie	659	N	1	3
23102	Linienblatt	0	N	1	4
23103	Liniendienst	9	N	1	4
23104	Linienrichter	8	N	1	5
23105	linientreu	5	A	1	4
23106	linieren	1	V	2	3
23107	Liniermaschine	0	N	2	5
23108	Linierung	0	N	2	3
23109	liniieren	0	V	3	4
23111	linke	421	A	1	2
23112	Linke	59	N	1	2
23113	Linke	59	N	1	2
23117	Linksaussen	27	N	2	3
23118	linksbuendig	1	A	1	3
23119	linksdrehend	0	A	1	3
23120	Linksdrehung	0	N	1	3
23121	linksgerichtet	17	A	1	4
23122	Linkshaender	3	N	1	3
23123	linkshaendig	2	A	1	3
23124	Linkshaendigkeit	0	N	1	4
23127	Linkskurve	3	N	1	3
23128	linksliberal	8	A	1	4
23129	Linkspartei	5	N	1	3
23130	linksradikal	16	A	1	4
23132	linksufrig	0	A	1	3
23134	Linkswendung	1	N	1	3
23135	linnen	0	A	1	2
23136	Linnen	1	N	1	2
23138	Linolschnitt	3	N	2	3
23139	linsen	0	V	1	2
23140	Linse	13	N	1	2
23141	Linsenfehler	0	N	1	4
23142	linsenfoermig	0	A	1	4
23143	Linsengericht	1	N	1	4
23144	Linsentruebung	0	N	1	4
23145	lipoid	0	A	3	3
23146	Lipom	0	N	2	2
23148	Lippe	212	N	1	2
23149	Lippenbekenntnis	6	N	1	5
23150	Lippenlaut	0	N	1	3
23151	Lippenstift	15	N	1	3
23152	Liptauer	0	N	1	3
23155	liquid	6	A	2	2
23156	Liquidation	8	N	5	5
23157	Liquidator	2	N	3	4
23158	liquide	6	A	2	3
23159	liquidieren	19	V	3	4
23160	Liquidierung	32	N	3	4
23161	Liquiditaet	20	N	4	4
23163	lispeln	1	V	1	2
23164	listen	2	V	1	2
23166	Liste	165	N	1	2
23167	Listenfuehrer	0	N	1	4
23168	listenreich	2	A	1	3
23169	Listenwahl	0	N	1	3
23170	listig	18	A	1	2
23175	Liter	193	N	1	2
23176	literarhistorisch	1	A	3	6
23177	literarisch	171	A	3	4
23178	Literat	18	N	3	3
23179	Literatur	316	N	4	4
23180	Literaturgeschichte	14	N	4	7
23181	literaturgeschichtlich	2	A	4	7
23182	Literaturkritik	5	N	4	6
23183	Literaturwissenschaft	6	N	4	7
23184	literaturwissenschaftlich	7	A	4	8
23185	Literaturzeitschrift	0	N	4	6
23188	Lithiasis	0	N	2	4
23189	Lithium	6	N	1	3
23190	Lithograph	1	N	3	3
23192	lithographieren	0	V	4	5
23193	litoral	0	A	3	3
23194	Litoral	0	N	3	3
23195	Litorale	0	N	3	4
23197	Liturgik	0	N	2	3
23198	liturgisch	7	A	2	3
23202	livriert	3	A	2	2
23203	Lizentiat	1	N	4	4
23204	Lizenz	29	N	2	2
23205	Lizenzgebuehr	1	N	2	4
23206	lizenzieren	15	V	3	4
23207	Lizenzinhaber	0	N	2	5
23208	loben	124	V	1	2
23211	Lobbyismus	0	N	3	4
23212	Lobbyist	4	N	3	3
23213	lobenswert	9	A	1	3
23214	lobenswuerdig	0	A	1	4
23215	lobesam	1	A	1	3
23216	Lobeshymne	5	N	1	4
23217	Lobgesang	3	N	1	3
23218	loeblich	4	A	1	2
23219	Loblied	10	N	1	2
23221	lobpreisen	0	V	1	3
23222	Lobpreis	0	N	1	2
23223	Lobpreisung	4	N	1	3
23224	Lobrede	1	N	1	3
23225	lobsingen	1	V	1	3
23226	lochen	0	V	1	2
23229	Loechelchen	0	N	1	3
23230	loechern	0	V	1	2
23231	Locher	0	N	1	2
23232	loecherig	2	A	1	3
23233	Lochkarte	13	N	1	3
23234	Lochkartenmaschine	0	N	1	6
23235	Loechlein	0	N	1	2
23236	loechrig	1	A	1	2
23237	Lochstickerei	0	N	4	4
23238	Lochung	0	N	1	2
23239	Lochzange	1	N	1	3
23240	locken	54	V	1	2
23241	Loeckchen	1	N	1	2
23242	Locke	1	N	1	2
23243	Lockenhaar	0	N	1	3
23244	Lockenkopf	0	N	1	3
23245	lockenkoepfig	0	A	1	4
23246	Lockenwickler	0	N	1	4
23247	locker	0	A	1	2
23248	lockern	0	V	1	2
23249	Lockerheit	0	N	1	3
23250	lockerlassen	0	V	1	4
23251	Lockerung	0	N	1	3
23252	lockig	0	A	1	2
23253	Lockmittel	0	N	1	3
23254	Lockruf	0	N	1	2
23255	Lockung	0	N	1	2
23256	Lockvogel	6	N	1	3
23257	lodderig	0	A	1	3
23258	Loden	1	N	1	2
23259	Lodenmantel	7	N	1	4
23260	lodern	16	V	1	2
23261	loeffeln	8	V	1	2
23262	Loeffel	37	N	1	2
23264	Loeffler	1	N	1	2
23266	Logarithmentafel	0	N	3	6
23267	logarithmieren	0	V	4	5
23268	logarithmisch	1	A	3	4
23269	Logarithmus	1	N	3	4
23270	Logbuch	2	N	1	2
23271	Loge	10	N	1	2
23273	Logenbruder	0	N	1	4
23274	loggen	0	V	1	2
23275	Logglas	0	N	1	2
23276	logieren	3	V	2	3
23277	Logierbesuch	1	N	2	4
23278	Logiergast	0	N	2	3
23279	Logik	58	N	1	2
23280	logisch	101	A	1	2
23282	Logismus	0	N	2	3
23283	Logistik	1	N	2	3
23284	Logistiker	0	N	2	4
23285	logistisch	1	A	2	3
23286	Logleine	0	N	1	3
23289	logopaedisch	0	A	3	4
23291	Lohe	1	N	1	2
23292	lohnen	168	V	1	2
23293	loehnen	0	V	1	2
23295	lohnabhaengig	0	A	1	4
23296	Lohnabzug	1	N	1	3
23297	Lohnausfall	7	N	1	3
23298	Lohnempfaenger	4	N	1	4
23299	Lohnerhoehung	118	N	1	4
23300	Lohnforderung	46	N	1	4
23301	Lohnsteuer	6	N	1	3
23302	Lohntuete	15	N	1	3
23305	Lokal	102	N	2	2
23306	Lokalanaesthesie	1	N	2	6
23307	Lokalbericht	0	N	2	4
23308	Lokalisation	1	N	6	6
23309	lokalisieren	10	V	4	5
23310	Lokalisierung	4	N	4	5
23311	Lokalitaet	3	N	4	4
23312	Lokalkolorit	1	N	2	5
23313	Lokalpatriotismus	2	N	2	7
23314	Lokalsatz	0	N	2	3
23315	Lokalzeitung	3	N	2	4
23317	Lokativ	0	N	1	3
23318	Lokfuehrer	22	N	1	3
23321	Lokomotivfuehrer	14	N	4	6
23322	lokomotorisch	0	A	4	5
23323	Lokus	0	N	1	2
23324	Lombard	11	N	1	2
23327	lombardieren	0	V	3	4
23328	Longe	0	N	1	2
23329	longieren	0	V	2	3
23332	Lorbeer	20	N	1	2
23333	Lorbeerblatt	5	N	1	3
23334	lorbeergruen	0	A	1	3
23335	Lorbeerkranz	4	N	1	3
23337	Lore	9	N	1	2
23339	lorgnettieren	0	V	3	4
23341	Lori	7	N	1	2
23343	losen	83	V	1	2
23344	loesen	875	V	1	2
23346	loesbar	19	A	1	2
23347	Loesbarkeit	0	N	1	3
23348	losbekommen	1	V	1	4
23349	losbinden	0	V	1	3
23350	losbrausen	1	V	1	3
23351	losbrechen	2	V	1	3
23352	loeschen	76	V	1	2
23353	loeschbar	0	A	1	2
23354	Loeschblatt	1	N	1	2
23355	Loeschpapier	1	N	1	3
23356	Loeschung	1	N	1	2
23357	Loesegeld	4	N	1	3
23358	loseisen	2	V	1	3
23359	losfahren	9	V	1	3
23360	losgehen	35	V	1	3
23361	loshaben	0	V	1	3
23362	losheulen	0	V	1	3
23363	loskaufen	4	V	1	3
23364	Loskauf	0	N	1	2
23365	loskommen	8	V	1	3
23366	loskriegen	0	V	1	3
23367	loslassen	33	V	1	3
23368	loslaufen	1	V	1	3
23369	loeslich	4	A	1	2
23370	losmarschieren	2	V	1	4
23371	Losnummer	6	N	1	3
23372	losreissen	16	V	1	3
23374	lossagen	9	V	1	3
23375	Loessboden	2	N	1	3
23376	losschicken	2	V	1	3
23377	losschiessen	0	V	1	3
23378	lossein	0	V	1	2
23379	loessig	0	A	1	2
23380	lossprechen	1	V	1	3
23381	lossteuern	2	V	1	3
23382	losstuerzen	1	V	1	3
23383	Losung	94	N	1	2
23384	Loesung	1016	N	1	2
23385	Loesungsmittel	3	N	1	4
23386	Losungswort	3	N	1	3
23387	loswerden	61	V	1	3
23388	losziehen	1	V	1	3
23389	loten	0	V	1	2
23390	loeten	1	V	1	2
23392	Lotion	0	N	3	3
23393	Loetkolben	1	N	1	3
23394	Lotos	0	N	1	2
23395	Lotosblume	1	N	1	4
23396	lotrecht	1	A	1	2
23397	Loetrohr	0	N	1	2
23398	lotsen	4	V	1	2
23399	Lotse	22	N	1	2
23400	Lotsenboot	0	N	1	3
23401	Lotsenstation	1	N	1	5
23402	Loetstelle	1	N	1	3
23403	lottern	0	V	1	2
23404	Lotterei	0	N	3	3
23405	Lotterie	5	N	3	3
23406	Lotterieeinnehmer	0	N	3	6
23407	Lotterielos	1	N	3	4
23408	lotterig	0	A	1	3
23409	Lotterleben	1	N	1	4
23410	Lotterwirtschaft	0	N	1	4
23412	lottrig	0	A	1	2
23413	Loetung	0	N	1	2
23414	Lotus	9	N	1	2
23415	Loetzinn	0	N	1	2
23416	Louisdor	0	N	3	3
23417	Loewe	251	N	1	2
23418	Loewenanteil	8	N	1	4
23419	Loewenbaendiger	0	N	1	5
23420	Loewenkaefig	0	N	1	4
23421	Loewenmaul	0	N	1	3
23422	loewenstark	0	A	1	3
23423	Loewenzahn	0	N	1	3
23424	Loewin	26	N	1	2
23426	Loyalitaet	23	N	5	5
23429	luchsen	0	V	1	2
23431	luchsaeugig	0	A	1	3
23433	Lueckchen	0	N	1	2
23434	Luecke	0	N	1	2
23435	Lueckenbuesser	0	N	1	4
23436	lueckenhaft	0	A	1	3
23437	lueckenlos	0	A	1	3
23438	Lueckenlosigkeit	0	N	1	5
23439	ludern	0	V	1	2
23440	Luder	4	N	1	2
23441	luderhaft	0	A	1	3
23442	Luderjan	0	N	1	3
23443	Luderleben	0	N	1	4
23444	lueften	22	V	1	2
23446	Luftabwehr	1	N	1	3
23448	Luftballon	14	N	1	3
23449	Luftbewegung	7	N	1	4
23450	Luftblase	0	N	1	3
23451	Lueftchen	4	N	1	2
23452	luftdicht	9	A	1	2
23453	Luftdichte	7	N	1	3
23454	Luefter	0	N	1	2
23455	Luftfahrt	20	N	1	2
23456	Luftfeuchtigkeit	6	N	1	4
23457	Luftfilter	3	N	1	3
23458	Luftflotte	9	N	1	3
23459	Lufthafen	0	N	1	3
23461	luftig	19	A	1	2
23462	Luftigkeit	0	N	1	3
23463	Luftikus	0	N	1	3
23464	Luftkissen	0	N	1	3
23465	Luftklappe	0	N	1	3
23466	Luftkurort	36	N	1	3
23467	luftleer	15	A	1	2
23468	Luftlinie	11	N	1	4
23469	Luftloch	3	N	1	2
23470	Luftmangel	1	N	1	3
23471	Luftmasche	0	N	1	3
23472	Luftmatratze	0	N	1	4
23473	Luftmine	1	N	1	3
23474	Luftpumpe	4	N	1	3
23475	Luftraum	15	N	1	2
23476	Luftroehre	5	N	1	3
23477	Luftschaukel	0	N	1	3
23478	Luftschiffahrt	0	N	1	3
23479	Luftschloss	2	N	1	2
23480	Luftschutz	6	N	1	2
23481	Luftschutzkeller	8	N	1	4
23482	Luftspiegelung	2	N	1	4
23483	Luftsprung	2	N	1	2
23484	Lueftung	10	N	1	2
23485	Luftverschmutzung	9	N	1	4
23486	Luftwaffe	118	N	1	3
23487	Luftweg	10	N	1	2
23488	Luftwiderstand	14	N	1	4
23489	Luftzufuhr	2	N	1	3
23490	luegen	98	V	1	2
23492	Luege	192	N	1	2
23493	Luegendetektor	6	N	1	5
23494	Luegengespinst	0	N	1	4
23495	Luegenmaul	0	N	1	3
23496	Luegner	21	N	1	2
23497	luegnerisch	2	A	1	3
23498	Luke	8	N	1	2
23499	lukrativ	19	A	3	3
23500	lukullisch	3	A	2	3
23501	Lulatsch	0	N	1	2
23502	lullen	1	V	1	2
23503	Lumbago	0	N	2	3
23504	lumbal	0	A	2	2
23505	Luminal	1	N	3	3
23506	Lumineszenz	1	N	4	4
23507	lumineszieren	0	V	4	5
23508	luemmeln	4	V	1	2
23509	Luemmel	3	N	1	2
23510	Luemmelei	0	N	3	3
23511	luemmelhaft	0	A	1	3
23512	lumpen	5	V	1	2
23514	Lumpen	7	N	1	2
23515	Lumpengesindel	0	N	1	5
23516	Lumpenhaendler	1	N	1	4
23517	Lumpenkerl	1	N	1	3
23518	Lumpenpack	0	N	1	3
23519	Lumpensammler	0	N	1	4
23520	Lumperei	0	N	3	3
23521	lumpig	2	A	1	2
23522	Luna	27	N	1	2
23523	lunar	3	A	2	2
23524	lunarisch	0	A	2	3
23525	Lunarium	0	N	2	4
23526	lunchen	0	V	1	2
23529	Lunge	41	N	1	2
23530	Lungenblaeschen	0	N	1	4
23531	Lungenblutung	0	N	1	4
23532	Lungenentzuendung	14	N	1	5
23533	Lungenfluegel	0	N	1	4
23534	lungenkrank	1	A	1	3
23535	Lungenkrebs	0	N	1	3
23536	lungenleidend	0	A	1	4
23537	Lungenoedem	0	N	1	4
23538	Lungenschwindsucht	1	N	1	4
23539	Lungentuberkulose	1	N	1	7
23540	lungern	2	V	1	2
23541	Lungerer	0	N	1	3
23542	Lunte	2	N	1	2
23543	Lupe	33	N	1	2
23544	lupenrein	3	A	1	3
23545	luepfen	3	V	1	2
23546	Lupine	0	N	2	3
23549	Lustbarkeit	4	N	1	3
23550	lustbetont	0	A	1	3
23551	Luestchen	0	N	1	2
23552	Luester	1	N	1	2
23553	luestern	4	A	1	2
23554	Luesternheit	0	N	1	3
23555	Lustgarten	10	N	1	3
23556	Lustgefuehl	1	N	1	3
23557	lustig	143	A	1	2
23558	Lustigkeit	6	N	1	3
23559	lustlos	22	A	1	2
23560	Lustlosigkeit	0	N	2	4
23561	Lustmord	1	N	1	2
23562	Lustmoerder	0	N	1	3
23563	Lustration	0	N	4	4
23564	lustrieren	0	V	2	3
23565	luestrieren	0	V	2	3
23566	Lustschloss	3	N	1	2
23567	lustvoll	2	A	1	2
23568	lustwandeln	0	V	1	3
23573	lutschen	7	V	1	2
23574	Lutscher	0	N	1	2
23576	Luvseite	0	N	1	3
23579	Luxation	0	N	4	4
23580	luxieren	0	V	2	3
23581	luxurieren	1	V	3	4
23582	luxurioes	18	A	4	4
23583	Luxus	32	N	1	2
23584	Luxusartikel	3	N	1	5
23585	Luxusausgabe	1	N	1	5
23586	Luxusgegenstand	1	N	1	5
23587	Luxuslimousine	0	N	1	6
23588	Luxussteuer	6	N	1	4
23589	Luxusvilla	2	N	1	4
23590	Luzerne	7	N	2	3
23591	luzid	2	A	2	2
23592	Luziditaet	0	N	4	4
23595	lymphatisch	2	A	2	3
23596	Lymphbahn	0	N	1	2
23597	Lymphdruese	1	N	1	3
23598	Lymphe	0	N	1	2
23599	Lymphgefaess	0	N	1	3
23600	Lymphknoten	1	N	1	3
23601	lymphogen	0	A	3	3
23602	lymphoid	0	A	3	3
23603	Lymphozyt	0	N	3	3
23604	Lymphozytose	0	N	4	5
23605	lynchen	3	V	1	2
23606	Lynchjustiz	2	N	1	3
23607	Lynchmord	0	N	1	2
23608	lyonesisch	0	A	3	4
23609	Lyra	1	N	1	2
23610	Lyrik	111	N	1	2
23611	Lyriker	55	N	1	3
23612	lyrisch	318	A	1	2
23614	maeandern	0	V	2	3
23615	Maeander	0	N	2	3
23617	machen	8089	V	1	2
23618	Machart	9	N	1	2
23619	machbar	1	A	1	2
23620	Mache	3	N	1	2
23621	Machenschaft	24	N	1	3
23622	Macher	5	N	1	2
23623	Macherlohn	1	N	1	3
23628	Machtbereich	21	N	1	3
23629	Machtergreifung	14	N	1	4
23630	Machtfrage	1	N	1	3
23631	Machthaber	62	N	1	3
23632	Machthunger	3	N	1	3
23633	maechtig	345	A	1	2
23634	Maechtigkeit	6	N	1	3
23635	Machtkampf	32	N	1	2
23636	machtlos	11	A	1	2
23637	Machtlosigkeit	5	N	1	4
23638	Machtstreben	3	N	1	3
23639	machtvoll	56	A	1	2
23640	Machwerk	8	N	1	2
23641	Macke	0	N	1	2
23642	Macker	0	N	1	2
23645	Maedchen	1354	N	1	2
23646	maedchenhaft	11	A	1	3
23647	Maedchenhaftigkeit	0	N	1	5
23648	Maedchenname	8	N	1	4
23649	Made	11	N	1	2
23651	Maedel	49	N	1	2
23653	Madenwurm	0	N	1	3
23654	madig	2	A	1	2
23656	Madonnenbild	1	N	2	4
23657	madonnenhaft	1	A	2	4
23659	Madrigalchor	1	N	3	4
23662	Mafioso	0	N	3	4
23663	Magazin	53	N	3	3
23664	Magazineur	0	N	4	4
23665	magazinieren	1	V	4	5
23667	Maegdlein	0	N	1	2
23668	Magen	77	N	1	2
23669	Magenbitter	1	N	1	4
23670	Magengegend	2	N	1	4
23671	Magengeschwuer	5	N	1	4
23672	Magenkatarrh	0	N	1	4
23673	Magenkrampf	0	N	1	3
23674	magenkrank	7	A	1	3
23675	Magenkrebs	9	N	1	3
23676	magenleidend	0	A	1	4
23677	Magenverstimmung	2	N	1	5
23678	mager	85	A	1	2
23679	magern	18	V	1	2
23680	Magerkeit	1	N	1	3
23681	Magerkohle	4	N	1	4
23682	Magermilch	5	N	1	3
23683	Magerquark	0	N	1	3
23684	Magersucht	0	N	1	3
23686	Magie	18	N	2	2
23687	Magier	3	N	1	3
23688	magisch	71	A	1	2
23689	Magister	10	N	2	3
23690	Magistrat	115	N	3	3
23691	Magma	8	N	1	2
23692	magmatisch	0	A	2	3
23693	Magnat	7	N	2	2
23695	Magnesium	8	N	2	4
23696	Magnet	23	N	2	2
23697	Magnetfeld	64	N	2	3
23698	magnetisch	41	A	2	3
23699	Magnetiseur	0	N	4	4
23700	magnetisieren	1	V	4	5
23701	Magnetisierung	0	N	4	5
23702	Magnetismus	9	N	3	4
23703	Magnetnadel	2	N	2	4
23704	magnifik	0	A	3	3
23706	Magnifizenz	4	N	4	4
23707	maehen	10	V	1	2
23708	Mahagoni	4	N	3	4
23709	Maharadscha	5	N	3	4
23710	Maharani	0	N	3	4
23711	Maehbinder	1	N	1	3
23712	Maehdrescher	50	N	1	3
23713	Maeher	0	N	1	2
23714	mahlen	10	V	1	2
23716	maehlich	0	A	1	2
23717	Mahlstein	0	N	1	2
23718	Mahlstrom	0	N	1	2
23719	Mahlzeit	65	N	1	2
23720	Maehmaschine	1	N	1	4
23721	mahnen	64	V	1	2
23722	Mahnbrief	1	N	1	2
23723	Maehne	7	N	1	2
23724	maehnenartig	1	A	1	4
23725	Mahnmal	17	N	1	2
23726	Mahnung	50	N	1	2
23728	Maehre	3	N	1	2
23729	maehrisch	2	A	1	2
23730	maien	0	V	1	2
23732	Maibaum	4	N	1	2
23733	Maiblume	0	N	1	3
23734	maienhaft	0	A	1	3
23735	Maigloeckchen	1	N	1	3
23736	Maikaefer	0	N	1	3
23741	maisgelb	0	A	1	2
23742	Maiskolben	1	N	1	3
23743	Maismehl	1	N	1	2
23745	Majestaet	34	N	3	3
23746	majestaetisch	14	A	3	4
23747	Majestaetsbeleidigung	2	N	3	7
23748	Majonaese	0	N	3	4
23749	Major	90	N	2	2
23751	Majorat	0	N	3	3
23753	Majorsrang	0	N	2	3
23754	makaber	20	A	2	3
23755	Makadam	0	N	3	3
23756	makadamisieren	0	V	5	6
23757	makeln	0	V	1	2
23758	maekeln	2	V	1	2
23759	Makel	12	N	1	2
23760	Maekelei	0	N	3	3
23761	makellos	10	A	1	3
23763	Makler	34	N	1	2
23764	Maekler	0	N	1	2
23765	Makramee	0	N	3	3
23766	Makrele	0	N	2	3
23767	Makrokosmos	1	N	3	4
23769	makroskopisch	3	A	3	4
23770	Makulatur	8	N	4	4
23771	makulieren	0	V	3	4
23773	malen	125	V	1	2
23779	malariakrank	0	A	2	5
23780	Maler	195	N	1	2
23781	Malerei	87	N	3	3
23782	Malerin	5	N	1	3
23783	malerisch	30	A	1	3
23785	Malkasten	2	N	1	3
23786	malmen	2	V	1	2
23788	malnehmen	0	V	1	3
23792	Malve	0	N	1	2
23794	Malzextrakt	0	N	1	3
23795	Malzkaffee	6	N	1	3
23796	Mama	488	N	2	2
23797	Mammon	2	N	1	2
23798	Mammut	2	N	1	2
23799	Mammutbaum	2	N	1	3
23800	mampfen	0	V	1	2
23805	Managerin	0	N	1	4
23806	Managerkrankheit	3	N	1	5
23814	Mandarine	4	N	3	4
23815	Mandat	88	N	2	2
23816	mandatieren	0	V	3	4
23817	Mandatsgebiet	1	N	2	4
23818	Mandel	13	N	1	2
23819	mandelaeugig	0	A	1	4
23820	Mandelbaum	1	N	1	3
23821	Mandelentzuendung	14	N	1	5
23822	mandelfoermig	0	A	1	4
23823	Mandeloel	0	N	1	3
23825	mangeln	37	V	1	2
23826	Mangel	249	N	1	2
23827	Mangel	89	N	1	2
23828	Mangelerscheinung	2	N	1	5
23829	mangelfrei	0	A	1	3
23830	mangelhaft	70	A	1	3
23831	Mangelkrankheit	1	N	1	4
23833	Mangelware	9	N	1	4
23834	Mango	0	N	1	2
23835	Mangold	0	N	1	2
23836	Mangrove	2	N	2	3
23837	Manie	5	N	2	2
23838	Manier	39	N	2	2
23839	Manierismus	3	N	3	4
23840	Manierist	1	N	3	3
23841	manieristisch	3	A	3	4
23842	manierlich	7	A	2	3
23843	manifest	2	A	3	3
23844	Manifest	25	N	3	3
23845	Manifestation	21	N	6	6
23846	manifestieren	18	V	4	5
23847	manikueren	0	V	3	4
23849	Manipulation	44	N	6	6
23850	manipulativ	2	A	5	5
23851	manipulieren	32	V	4	5
23852	manipulierbar	1	A	4	5
23853	Manipulierbarkeit	2	N	4	6
23854	Manipulierung	4	N	4	5
23855	Manitu	1	N	1	3
23856	Manko	7	N	1	2
23858	mannen	0	V	1	2
23859	Manna	0	N	1	2
23860	mannbar	0	A	1	2
23861	Maennchen	40	N	1	2
23862	Mannequin	21	N	3	3
23863	Maennerchor	1	N	1	3
23864	Maennertreu	0	N	1	3
23865	mannhaft	5	A	1	2
23866	Mannhaftigkeit	1	N	1	4
23867	mannigfach	33	A	1	3
23868	mannigfaltig	10	A	1	4
23870	Maennlein	3	N	1	2
23871	maennlich	157	A	1	2
23872	Maennlichkeit	10	N	1	3
23873	Mannschaft	673	N	1	2
23874	mannschaftlich	2	A	1	3
23875	mannshoch	4	A	1	2
23876	Mannsperson	0	N	1	3
23878	manoevrieren	5	V	3	4
23879	manoevrierfaehig	2	A	3	5
23881	Mansardenwohnung	0	N	2	5
23882	manschen	0	V	1	2
23883	Manscherei	0	N	3	3
23885	Manschettenknopf	6	N	2	4
23886	Mantel	157	N	1	2
23887	Maentelchen	9	N	1	3
23888	Manteltasche	17	N	1	4
23889	manuell	16	A	3	3
23891	manufakturieren	0	V	5	6
23892	Manufakturist	0	N	5	5
23895	Maeppchen	0	N	1	2
23896	Mappe	37	N	1	2
23898	Marabu	0	N	1	3
23899	Marabut	0	N	3	3
23900	Marasmus	0	N	2	3
23901	Marathon	12	N	1	3
23902	Marathonlauf	8	N	1	4
23903	Marbel	0	N	1	2
23904	Marbel	0	N	1	2
23905	Marbel	0	N	1	2
23907	Maerchen	75	N	1	2
23908	Maerchenbuch	2	N	1	3
23909	maerchenhaft	13	A	1	3
23910	Maerchenprinz	0	N	1	3
23911	Marder	0	N	1	2
23912	Marderfell	1	N	1	3
23913	Maere	1	N	1	2
23914	Margarine	20	N	3	4
23915	Marge	7	N	1	2
23916	Margerite	0	N	3	4
23917	marginal	1	A	3	3
23921	Marihuana	3	N	4	5
23922	marin	2	A	2	2
23923	Marinade	0	N	3	4
23924	Marine	51	N	2	3
23925	marineblau	3	A	2	4
23926	Marineoffizier	7	N	2	6
23927	Marinesoldat	2	N	2	5
23928	Marionette	32	N	4	5
23929	Marionettentheater	0	N	1	8
23930	maritim	0	A	3	3
23931	maerken	0	V	1	2
23934	markant	17	A	2	2
23935	markdurchdringend	1	A	1	4
23936	Marke	45	N	1	2
23937	Markenartikel	23	N	1	5
23938	Markenware	4	N	1	4
23939	markerschuetternd	0	A	1	4
23941	Marketenderin	0	N	3	5
23943	Markgraf	6	N	1	2
23944	markieren	64	V	2	3
23945	Markierung	6	N	2	3
23947	Markoer	0	N	2	2
23948	Markstueck	0	N	1	2
23950	Marktanalyse	5	N	1	5
23951	Marktanteil	32	N	1	3
23952	Marktbude	0	N	1	3
23953	Marktforschung	11	N	1	3
23954	Markttag	2	N	1	2
23955	Marktuntersuchung	1	N	1	5
23956	Marmel	0	N	1	2
23957	Marmel	0	N	1	2
23958	Marmelade	17	N	3	4
23959	Marmor	34	N	1	2
23960	marmorartig	0	A	1	4
23961	marmorieren	1	V	3	4
23962	Marmorplatte	9	N	1	4
23963	marode	0	A	2	3
23966	Marone	0	N	2	3
23968	Marquis	7	N	2	2
23969	Marquise	2	N	2	3
23974	Marschall	77	N	1	2
23975	marschbereit	0	A	1	3
23976	marschfertig	0	A	1	3
23977	marschieren	126	V	2	3
23978	Marschlied	0	N	1	2
23980	martern	5	V	1	2
23981	Marter	3	N	1	2
23982	Marterinstrument	0	N	1	5
23983	Marterpfahl	0	N	1	3
23984	Martertod	0	N	1	3
23986	Maertyrer	59	N	1	3
23987	Maertyrerin	0	N	1	4
23988	Martyrium	7	N	2	4
